geom_x,geom_y,plotID,treeID,pDBH_RF,Z,Z_ft
725389.819,4162613.312,1,2911,10.3311200293855,19.997000000000003,65.60695748
725392.927,4162615.459,1,2853,9.91103003916803,20.885,68.5203434
725395.882,4162617.253,1,2787,9.66300668913727,20.861,68.44160324
725402.159,4162621.459,1,2670,10.1199266829403,20.924,68.64829616
725405.143,4162623.422,1,2602,9.67996665892499,20.482,67.19816488
725411.429,4162627.546,1,2489,10.2844132781482,19.749,64.79330915999999
725416.563,4162630.99,1,2364,10.6870466222857,20.603,67.59514652
725420.159,4162633.327,1,2301,9.12839668348379,19.801,64.96391283999999
725423.494,4162635.581,1,2232,10.3972833589476,21.301,69.88517284
725426.516,4162637.087,1,2179,9.71987665168883,20.086,65.89895224
725429.378,4162639.228,1,2115,9.8257333353042,21.107,69.24868988
725432.447,4162641.287,1,2051,9.72396335546913,21.409000000000002,70.23950356
725435.739,4162643.245,1,1985,10.3896966812965,22.579,74.07808636
725438.499,4162644.871,1,1939,9.6580566574005,22.642,74.28477928
725441.52,4162647.152,1,1864,9.59721333817376,21.507,70.56102588
725444.768,4162649.45,1,1804,10.0895866908648,21.216000000000005,69.60630144000001
725447.545,4162651.854,1,100,10.2262166031973,18.176,59.632547839999994
725450.652,4162653.302,1,1702,10.2550366881623,20.921,68.63845364
725453.963,4162655.483,1,1643,10.4099433558847,21.95,72.014438
725457.094,4162657.748,1,1585,9.85768335106177,21.49,70.5052516
725395.775,4162603.183,1,3161,11.439510004396,19.802999999999997,64.97047452
725399.471,4162605.377,1,3116,10.2994366403389,20.368000000000002,66.82414912
725402.729,4162607.778,1,3059,9.74848667269214,19.442,63.78609128
725405.574,4162609.535,1,3014,9.64896002546043,19.589,64.26837476
725411.526,4162613.5,1,2903,9.6643466507889,21.244,69.69816496
725414.268,4162615.769,1,2837,9.27027334904553,21.319999999999997,69.9475088
725420.85,4162619.569,1,2721,10.2270499885444,21.631,70.96785004
725426.505,4162623.473,1,2603,10.78383996771,21.476,70.45931983999999
725429.908,4162625.489,1,2541,9.9508633475431,20.646000000000004,67.73622264000001
725433.402,4162627.778,1,2469,9.55632667968153,21.165,69.4389786
725435.434,4162629.185,1,2432,8.5527733617891,19.975,65.534779
725447.277,4162637.605,1,115,8.43839666807223,19.785,64.9114194
725387.154,4162609.985,1,157,11.7973366146182,17.476,57.335959839999994
725391.278,4162610.707,1,2976,10.6773200168429,20.74,68.0446216
725400.465,4162616.88,1,2806,9.8312800303065,21.182,69.49475288
725409.817,4162622.94,1,2617,10.1451866812937,21.07,69.1272988
725413.211,4162625.34,1,2556,10.8403299237557,22.844,74.94750896000001
725418.512,4162628.707,1,2444,10.519226644962,20.853999999999996,68.41863735999999
725422.038,4162630.733,1,2372,10.6984632431604,21.885,71.8011834
725424.981,4162632.891,1,2319,10.7343666893614,21.882,71.79134088
725430.16,4162635.937,1,2213,9.80280664568943,21.524,70.61680016
725433.633,4162638.479,1,2138,10.4602066681227,22.287,73.12008107999999
725440.569,4162642.811,1,2003,9.73281001890864,21.524,70.61680016
725443.545,4162644.78,1,1940,10.0971633558052,21.633999999999997,70.97769256
725449.201,4162648.936,1,1814,9.19794999981692,19.105,62.6804482
725452.348,4162650.869,1,1767,8.8203599997606,19.529,64.07152436
725452.548,4162509.822,1,222,9.97252337089416,18.164,59.59317776
725454.838,4162508.952,1,223,9.88163007209511,19.517,64.03215428
725456.331,4162511.88,1,4355,9.9889966826615,21.44,70.3412096
725459.181,4162514.043,1,4350,9.76432329710324,21.83,71.6207372
725462.033,4162515.617,1,4347,10.2470833411314,22.303,73.17257452
725465.822,4162518.647,1,4341,11.1900533038443,20.636,67.70341424
725471.209,4162521.595,1,4325,11.8629866198958,21.064000000000004,69.10761376
725474.847,4162523.796,1,4318,10.3980333476654,21.824,71.60105216000001
725481.171,4162527.754,1,4296,10.1834933365312,21.39,70.1771676
725484.008,4162530.354,1,4283,10.9110733220308,21.834,71.63386056
725487.031,4162532.029,1,4272,9.75151665421762,20.348,66.75853232
725405.335,4162700.34,1,588,10.2691633287635,19.705,64.6489522
725408.762,4162702.294,1,563,10.5779599726549,21.082,69.16666888
725417.619,4162708.314,1,491,10.5411333231668,22.7,74.475068
725421.121,4162709.652,1,476,10.1524866961787,21.754,71.37139336
725424.001,4162712.157,1,450,10.2889666734299,21.218,69.61286312
725427.084,4162714.054,1,427,9.05709002838843,17.877,58.65157668
725430.271,4162716.04,1,409,9.88500670185574,20.678,67.84120952
725433.393,4162717.953,1,386,9.39675668219899,22.181,72.77231204
725405.494,4162704.211,1,547,11.3564733364528,22.453,73.66470052
725408.102,4162706.032,1,520,11.3214299594699,21.257,69.74081588
725410.567,4162707.622,1,502,11.1569665943026,22.428,73.58267952
725414.157,4162709.263,1,480,11.3340299583361,22.488,73.77952992
725418.372,4162712.495,1,449,10.8662399895178,21.769,71.42060595999999
725421.294,4162713.777,1,435,10.8290733289282,21.7,71.194228
725427.601,4162718.095,1,391,11.1213899737546,22.132,72.61155088000001
725407.223,4162697.696,1,621,10.00871002595,21.605,70.8825482
725410.369,4162699.407,1,600,9.71599002684577,20.832,68.34645888
725413.396,4162701.885,1,572,11.2005799601065,22.852999999999998,74.97703652
725416.002,4162704.25,1,545,10.7934999743293,18.624,61.10236415999999
725419.4,4162705.473,1,523,10.3151766703895,20.868,68.46456912
725425.95,4162709.448,1,481,10.6840600117781,23.309,76.47309956000001
725428.853,4162711.623,1,458,10.5235100161081,21.932000000000002,71.95538288
725431.868,4162713.037,1,436,10.8256399508889,22.911000000000005,75.16732524000001
725434.86,4162715.337,1,413,9.64324667338653,21.364,70.09186576
725408.98,4162695.291,1,655,9.1566233255841,19.861000000000004,65.16076324000001
725421.072,4162702.985,1,556,10.2418866763623,21.607999999999997,70.89239072
725424.114,4162704.876,1,532,9.18046334547696,21.109,69.25525156
725427.408,4162706.852,1,506,10.3293833618765,23.469999999999995,77.00131479999999
725430.866,4162709.223,1,484,10.463589982309,21.232,69.65879488
725436.455,4162712.825,1,440,10.4537232787139,23.008,75.48556672
725412.611,4162690.317,1,735,9.99709666709303,21.617999999999995,70.92519911999999
725415.556,4162692.108,1,705,9.88738669254624,22.117,72.56233828
725418.693,4162694.453,1,663,10.3965099967009,23.128,75.87926752
725421.705,4162696.346,1,637,9.57364667493673,21.83,71.6207372
725424.618,4162697.996,1,612,10.5310833098526,22.731,74.57677404
725427.489,4162700.129,1,589,11.0095600142111,23.776,78.00525184
725430.43,4162702.262,1,564,10.0911099976093,21.695,71.1778238
725433.91,4162704.124,1,538,10.4276766725165,22.575,74.06496299999999
725437.052,4162706.733,1,515,11.1709599668048,23.033,75.56758772
725414.283,4162687.411,1,793,9.84295333677962,22.303,73.17257452
725417.315,4162689.545,1,755,9.38860666498256,20.448,67.08661632
725423.522,4162693.655,1,679,10.4022100062197,22.916000000000004,75.18372944000001
725429.435,4162697.431,1,624,10.6626732890374,23.157,75.97441188
725432.654,4162699.648,1,598,10.4652333277146,23.063,75.66601292
725435.718,4162701.675,1,573,10.4306100309301,21.075,69.143703
725438.926,4162703.621,1,548,10.4769266931782,22.184000000000005,72.78215456000001
725441.745,4162706.001,1,524,9.86150999252613,20.832,68.34645888
725416.182,4162684.615,1,842,10.4972932770433,22.173,72.74606532
725418.965,4162687.059,1,794,10.5103000398899,22.481,73.75656404
725421.873,4162689.334,1,759,9.7272766764915,21.436,70.32808624
725425.201,4162691.167,1,724,10.0564100348265,22.604,74.16010736
725429.952,4162695.156,1,656,10.6759699321802,21.56,70.73491039999999
725434.429,4162697.011,1,627,10.1332700014777,22.577,74.07152468000001
725437.457,4162699.273,1,601,10.4262367202609,22.03,72.2769052
725440.395,4162700.969,1,578,10.2096266831378,21.533999999999995,70.64960855999999
725419.061,4162680.518,1,949,10.5085499557599,20.587,67.54265308
725422.466,4162681.997,1,908,10.1711800167404,22.045,72.3261178
725425.379,4162684.071,1,859,9.36921666391223,20.663,67.79199692
725428.768,4162685.832,1,820,11.2790999550997,22.017,72.23425428
725431.772,4162687.819,1,782,11.009819984477,22.4,73.490816
725434.828,4162690.068,1,748,10.3351600077615,20.639,67.71325676
725437.846,4162691.837,1,714,9.17994336462176,19.441,63.78281044
725440.642,4162693.876,1,673,10.0760433439996,22.368,73.38582912
725443.972,4162696.309,1,641,10.5169366379934,21.539,70.66601276
725424.23,4162679.78,1,960,10.105533343974,22.271,73.06758764
725427.371,4162682.022,1,903,10.7548466150151,20.417,66.98491028000001
725436.025,4162687.383,1,789,10.5050432859299,20.777,68.16601268000001
725439.322,4162689.457,1,756,9.33433334581313,20.428,67.02099952
725442.659,4162691.51,1,718,10.4547900235609,22.015,72.2276926
725445.564,4162693.74,1,680,9.6289033215028,20.341,66.73556644
725448.163,4162695.978,1,650,10.0290999933364,20.69,67.8805796
725422.817,4162674.91,1,1097,9.55451665683807,20.67,67.8149628
725425.816,4162676.713,1,1031,11.0534832968124,22.82,74.8687688
725428.75,4162679.261,1,976,10.6742766823377,22.384,73.43832256
725431.747,4162681.564,1,928,11.1289466482847,22.097,72.49672148
725434.777,4162683.389,1,882,10.8749332513861,23.085,75.7381914
725437.728,4162685.068,1,837,9.77821332298713,20.255,66.4534142
725441.105,4162687.156,1,798,10.3821633309266,22.522999999999996,73.89435931999999
725447.132,4162691.209,1,719,9.4997200005489,20.637,67.70669508
725429.074,4162672.09,1,1174,11.3939666357959,23.03,75.5577452
725432.309,4162673.736,1,1123,10.4572333279504,22.629,74.24212836000001
725435.498,4162676.202,1,1054,10.0808066901403,22.503000000000004,73.82874252
725441.446,4162680.203,1,950,9.78380001325146,21.422,70.28215448
725444.253,4162682.253,1,898,10.014933344571,21.097,69.21588148000001
725450.498,4162685.971,1,821,8.84382329219213,19.248,63.149608320000006
725379.265,4162635.88,1,2222,10.4819166516927,21.109,69.25525156
725382.205,4162638.128,1,2165,10.3680999917937,20.224,66.35170816
725385.357,4162639.78,1,2106,10.6076333158582,22.226,72.91994984
725388.573,4162641.801,1,2032,9.19655336454723,20.638,67.70997592
725403.666,4162651.397,1,1748,8.83247668806136,21.03,68.9960652
725409.524,4162655.333,1,1640,9.46730666124837,21.98,72.1128632
725416.18,4162659.86,1,1521,9.48751668453973,22.067,72.39829628
725422.066,4162663.773,1,1408,8.75316999715086,20.9,68.56955599999999
